1,1
2,2
4,3
8,4
16,5
32,6
50,7
50,8
50,9
50,10
50,11
50,12
50,13
50,14
50,15
1,16
2,17
4,18
8,19
1,20
2,21
4,22
5,23
6,24
1,25
2,26
3,27
4,28
5,29
6,30
7,31
8,32
9,33
10,34
11,35
12,36
13,37
14,38
15,39
16,40
17,41
18,42
19,43
20,44
21,45
22,46
1,47
2,48
4,49
8,50
16,51
17,52
18,53
19,54
20,55
1,56
2,57
4,58
8,59
16,60
17,61
18,62
19,63
20,64
21,65
22,66
23,67
24,68
1,69
2,70
4,71
1,72
2,73
3,74
4,75
5,76
6,77
7,78
8,79
9,80
10,81
11,82
12,83
13,84
14,85
15,86
16,87
17,88
18,89
19,90
20,91
21,92
1,93
2,94
4,95
8,96
16,97
17,98
18,99
19,100
20,101
21,102
1,103
2,104
4,105
8,106
16,107
17,108
18,109
19,110
20,111
21,112
22,113
23,114
24,115
25,116
26,117
27,118
28,119
29,120
30,121
31,122
32,123
33,124
34,125
35,126
36,127
37,128
38,129
39,130
40,131
41,132
42,133
43,134
1,135
1,136
2,137
3,138
4,139
5,140
6,141
7,142
8,143
9,144
10,145
11,146
12,147
13,148
14,149
15,150
16,151
17,152
18,153
19,154
20,155
1,156
2,157
4,158
8,159
1,160
2,161
4,162
5,163
6,164
7,165
8,166
9,167
10,168
11,169
12,170
13,171
14,172
15,173
16,174
17,175
18,176
19,177
20,178
1,179
2,180
4,181
8,182
16,183
17,184
1,185
2,186
4,187
8,188
9,189
10,190
11,191
12,192
13,193
14,194
1,195
1,196
2,197
3,198
4,199
5,200
6,201
7,202
8,203
9,204
10,205
11,206
12,207
13,208
14,209
15,210
16,211
17,212
18,213
19,214
20,215
21,216
22,217
1,218
2,219
4,220
8,221
16,222
1,223
2,224
4,225
8,226
9,227
10,228
1,229
2,230
4,231
8,232
9,233
10,234
11,235
12,236
13,237
14,238
15,239
16,240
17,241
18,242
19,243
20,244
21,245
22,246
23,247
24,248
25,249
26,250
27,251
28,252
29,253
30,254
1,255
2,256
4,257
8,258
16,259
17,260
18,261
19,262
20,263
21,264
22,265
23,266
24,267
25,268
26,269
1,270
2,271
4,272
8,273
16,274
17,275
18,276
19,277
20,278
21,279
22,280
23,281
24,282
25,283
1,284
2,285
1,286
2,287
3,288
4,289
5,290
6,291
7,292
8,293
9,294
10,295
11,296
12,297
13,298
14,299
15,300
16,301
17,302
18,303
19,304
20,305
21,306
22,307
23,308
24,309
25,310
26,311
27,312
28,313
29,314
30,315
31,316
32,317
33,318
34,319
35,320
36,321
37,322
1,323
2,324
4,325
8,326
16,327
32,328
33,329
34,330
35,331
36,332
37,333
38,334
39,335
40,336
41,337
42,338
43,339
44,340
45,341
46,342
47,343
48,344
49,345
50,346
50,347
50,348
50,349
50,350
50,351
50,352
50,353
50,354
50,355
50,356
50,357
50,358
50,359
1,360
2,361
4,362
8,363
16,364
32,365
33,366
34,367
35,368
36,369
37,370
38,371
1,372
2,373
4,374
8,375
16,376
32,377
33,378
34,379
35,380
36,381
37,382
38,383
39,384
40,385
41,386
42,387
43,388
44,389
45,390
46,391
47,392
48,393
1,394
2,395
4,396
8,397
16,398
32,399
33,400
34,401
35,402
36,403
37,404
38,405
39,406
40,407
41,408
42,409
43,410
44,411
45,412
46,413
47,414
48,415
49,416
50,417
50,418
1,419
2,420
4,421
8,422
16,423
32,424
33,425
34,426
35,427
36,428
37,429
38,430
39,431
40,432
41,433
42,434
43,435
44,436
45,437
1,438
2,439
4,440
8,441
16,442
32,443
33,444
34,445
35,446
36,447
37,448
38,449
39,450
40,451
41,452
42,453
43,454
44,455
45,456
46,457
47,458
48,459
49,460
50,461
50,462
50,463
50,464
50,465
50,466
50,467
50,468
50,469
50,470
50,471
1,472
2,473
4,474
8,475
16,476
32,477
33,478
34,479
35,480
36,481
37,482
38,483
39,484
40,485
41,486
42,487
43,488
44,489
45,490
46,491
47,492
48,493
49,494
1,495
2,496
4,497
8,498
1,499
2,500
4,501
5,502
6,503
7,504
8,505
9,506
10,507
11,508
12,509
13,510
14,511
15,512
16,513
17,514
18,515
19,516
20,517
21,518
22,519
23,520
24,521
25,522
26,523
27,524
28,525
29,526
30,527
31,528
32,529
1,530
2,531
4,532
8,533
16,534
17,535
18,536
19,537
20,538
21,539
22,540
23,541
24,542
25,543
1,544
2,545
4,546
8,547
16,548
17,549
18,550
19,551
20,552
21,553
22,554
23,555
1,556
2,557
4,558
8,559
16,560
17,561
18,562
19,563
20,564
21,565
22,566
23,567
24,568
25,569
26,570
27,571
28,572
29,573
30,574
31,575
32,576
33,577
1,578
1,579
2,580
3,581
4,582
5,583
6,584
7,585
8,586
9,587
10,588
11,589
12,590
13,591
14,592
15,593
16,594
17,595
18,596
19,597
20,598
21,599
22,600
23,601
24,602
25,603
26,604
1,605
2,606
1,607
2,608
3,609
4,610
5,611
6,612
7,613
8,614
9,615
10,616
11,617
1,618
2,619
4,620
8,621
9,622
10,623
11,624
12,625
13,626
14,627
15,628
16,629
17,630
18,631
19,632
20,633
21,634
22,635
23,636
24,637
25,638
26,639
27,640
28,641
29,642
30,643
31,644
32,645
33,646
34,647
35,648
36,649
37,650
38,651
39,652
40,653
41,654
42,655
43,656
44,657
45,658
46,659
47,660
48,661
49,662
50,663
50,664
50,665
50,666
50,667
50,668
50,669
50,670
50,671
50,672
1,673
2,674
4,675
8,676
16,677
32,678
33,679
34,680
35,681
36,682
